cell,gene
ABplpapppp,nlp-7
ABplpapppp,unc-17
ABplpapppp,par-6
ABplpapppp,gst-44
ABplpapppp,rhgf-1
ABplpapppp,cat-1
ABplpapppp,spn-4
ABplpapppp,mig-1
ABplpapppp,psa-4
ABplpapppp,pry-1
ABplpapppp,str-3
ABplpapppp,jkk-1
ABplpapppp,smp-2
ABplpapppp,nhr-85
V6L.p,osm-10
V6L.p,alh-9
V6L.p,sel-8
ABplpapppa,nlp-7
ABplpapppa,unc-17
ABplpapppa,par-6
ABplpapppa,gst-44
ABplpapppa,rhgf-1
ABplpapppa,cat-1
ABplpapppa,spn-4
ABplpapppa,mig-1
ABplpapppa,psa-4
ABplpapppa,pry-1
ABplpapppa,str-3
ABplpapppa,jkk-1
ABplpapppa,smp-2
ABplpapppa,nhr-85
V5R.paap,alh-9
V6L.a,osm-10
V6L.a,alh-9
V6L.a,sel-8
ABplppaaa,nlp-7
ABplppaaa,par-6
ABplppaaa,gst-44
ABplppaaa,rhgf-1
ABplppaaa,cat-1
ABplppaaa,spn-4
ABplppaaa,mig-1
ABplppaaa,psa-4
ABplppaaa,pry-1
ABplppaaa,str-3
ABplppaaa,acy-1
ABplppaaa,jkk-1
ABplppaaa,smp-2
ABplppaaa,nhr-85
ABprapapap,nlp-7
ABprapapap,par-6
ABprapapap,gst-44
ABprapapap,rhgf-1
ABprapapap,cat-1
ABprapapap,spn-4
ABprapapap,mig-1
ABprapapap,psa-4
ABprapapap,nhr-22
ABprapapap,pry-1
ABprapapap,str-3
ABprapapap,jkk-1
ABprapapap,smp-2
ABprapapap,nhr-85
R4AR,cnd-1
R4AR,pgp-3
R4AR,ina-1
R4AR,ceh-14
R4AR,clh-4
R4AR,hcp-1
R4AR,daf-7
R4AR,fax-1
R4AR,unc-5
R4AR,mec-10
R4AR,daf-3
R4AR,avr-15
R4AR,ooc-5
R4AR,unc-32
R4AR,exc-7
R4AR,del-1
R4AR,Y46G5A.4
R4AR,rpl-5
R4AR,hid-1
R4AR,ocr-1
R4AR,C32B5.6
R4AR,lon-3
R4AR,cog-1
R4AR,gsp-4
R4AR,sax-3
R4AR,wrm-1
R4AR,nlp-8
R4AR,tax-6
R4AR,cha-1
OLQVL,nhr-2
OLQVL,dab-1
OLQVL,mel-11
OLQVL,inx-12
OLQVL,par-6
OLQVL,gst-44
OLQVL,rhgf-1
OLQVL,osm-6
OLQVL,R09A8.5
OLQVL,psa-4
OLQVL,erm-1
OLQVL,inx-3
OLQVL,hid-1
OLQVL,snt-1
OLQVL,ser-4
OLQVL,gld-1
OLQVL,nhr-57
OLQVL,nid-1
OLQVL,efn-4
OLQVL,sra-13
OLQVL,C01H6.9
OLQVL,pry-1
OLQVL,str-3
OLQVL,wrm-1
OLQVL,nlp-8
OLQVL,tax-6
OLQVL,gpa-5
OLQVL,mrp-5
V2R.ppp,alh-9
V2R.ppp,klp-16
V2R.ppp,B0285.6
ABplppaap,daf-9
ABplppaap,nlp-7
ABplppaap,par-6
ABplppaap,gst-44
ABplppaap,rhgf-1
ABplppaap,cat-1
ABplppaap,spn-4
ABplppaap,mig-1
ABplppaap,psa-4
ABplppaap,pry-1
ABplppaap,str-3
ABplppaap,acy-1
ABplppaap,jkk-1
ABplppaap,smp-2
ABplppaap,nhr-85
M4,hbl-1
M4,mls-2
M4,par-6
M4,gst-44
M4,rhgf-1
M4,cat-1
M4,psa-4
M4,nhr-22
M4,gar-1
M4,rsks-1
M4,pry-1
M4,str-3
M4,smp-2
M4,ICB4 antigen
M4,F55C5.7
ABprapapaa,nlp-7
ABprapapaa,par-6
ABprapapaa,gst-44
ABprapapaa,rhgf-1
ABprapapaa,cat-1
ABprapapaa,spn-4
ABprapapaa,mig-1
ABprapapaa,psa-4
ABprapapaa,nhr-22
ABprapapaa,pry-1
ABprapapaa,str-3
ABprapapaa,jkk-1
ABprapapaa,smp-2
ABprapapaa,nhr-85
M1,pkd-2
M1,par-6
M1,gst-44
M1,rhgf-1
M1,itr-1
M1,cat-1
M1,psa-4
M1,nhr-22
M1,bbs-5
M1,pry-1
M1,str-3
M1,che-13
M1,srh-2
M1,smp-2
ASEL,pha-4
ASEL,inx-12
ASEL,gpa-11
ASEL,mec-6
ASEL,gem-4
ASEL,pal-1
ASEL,ida-1
ASEL,qui-1
ASEL,ggr-1
ASEL,unc-30
ASEL,sup-9
ASEL,lin-35
ASEL,par-6
ASEL,ceh-48
ASEL,gst-44
ASEL,rhgf-1
ASEL,osm-6
ASEL,R09A8.5
ASEL,cat-1
ASEL,psa-4
ASEL,bbs-5
ASEL,lin-26
ASEL,ama-1
ASEL,ekl-2
ASEL,nhx-5
ASEL,cdc-42
ASEL,ram-5
ASEL,sre-37
ASEL,srh-220
ASEL,pry-1
ASEL,str-3
ASEL,tba-2
ASEL,par-2
ASEL,smp-2
ASEL,ICB4 antigen
ASEL,gpa-2
ASEL,gpa-4
ASEL,zig-3
R4AL,cnd-1
R4AL,pgp-3
R4AL,ina-1
R4AL,ceh-14
R4AL,clh-4
R4AL,hcp-1
R4AL,daf-7
R4AL,fax-1
R4AL,unc-5
R4AL,mec-10
R4AL,daf-3
R4AL,avr-15
R4AL,ooc-5
R4AL,unc-32
R4AL,exc-7
R4AL,del-1
R4AL,Y46G5A.4
R4AL,rpl-5
R4AL,hid-1
R4AL,ocr-1
R4AL,C32B5.6
R4AL,lon-3
R4AL,cog-1
R4AL,gsp-4
R4AL,sax-3
R4AL,wrm-1
R4AL,nlp-8
R4AL,tax-6
R4AL,cha-1
V2R.ppa,alh-9
V2R.ppa,klp-16
V2R.ppa,B0285.6
ABprppapaa,nlp-7
ABprppapaa,par-6
ABprppapaa,gst-44
ABprppapaa,rhgf-1
ABprppapaa,cat-1
ABprppapaa,spn-4
ABprppapaa,mig-1
ABprppapaa,psa-4
ABprppapaa,nhr-22
ABprppapaa,pry-1
ABprppapaa,str-3
ABprppapaa,jkk-1
ABprppapaa,smp-2
P1',par-3
P1',gpa-14
P1',lad-2
P1',kin-29
P1',pcs-1
P1',unc-86
P1',dop-1
P1',dop-2
P1',gst-44
P1',rhgf-1
P1',cyk-3
P1',sgk-1
P1',vha-2
P1',vha-4
P1',mgl-1
P1',inx-4
P1',psa-4
P1',gpa-9
P1',gcy-12
P1',sng-1
P1',pry-1
P1',str-3
P1',lin-11
P1',tbx-9
P1',acy-1
P1',unc-112
P1',gly-15
P1',tax-2
P1',nhr-85
P1',vab-15
P1',twk-9
Cpap,lin-14
Cpap,nlp-7
Cpap,unc-17
Cpap,par-6
Cpap,gst-44
Cpap,rhgf-1
Cpap,cat-1
Cpap,psa-4
Cpap,pry-1
Cpap,str-3
Cpap,unc-97
Cpap,acy-1
Cpap,smp-2
B.arapa,wrk-1
P10,egl-19
P10,osm-10
P10,unc-17
P10,par-6
P10,gst-44
P10,rhgf-1
P10,cat-1
P10,psa-4
P10,nhr-22
P10,nlp-27
P10,nud-2
P10,pry-1
P10,str-3
P10,che-2
P10,tcl-2
P10,mec-4
P10,smp-2
P10,unc-64
ABprppapap,nlp-7
ABprppapap,par-6
ABprppapap,gst-44
ABprppapap,rhgf-1
ABprppapap,cat-1
ABprppapap,spn-4
ABprppapap,mig-1
ABprppapap,psa-4
ABprppapap,nhr-22
ABprppapap,pry-1
ABprppapap,str-3
ABprppapap,jkk-1
ABprppapap,smp-2
P12,egl-19
P12,osm-10
P12,unc-17
P12,par-6
P12,gst-44
P12,rhgf-1
P12,cat-1
P12,psa-4
P12,nhr-22
P12,sma-9
P12,mes-4
P12,srp-2
P12,nlp-27
P12,nud-2
P12,pry-1
P12,str-3
P12,che-2
P12,tcl-2
P12,mec-4
P12,smp-2
P12,unc-64
Cpaa,nlp-7
Cpaa,unc-17
Cpaa,par-6
Cpaa,gst-44
Cpaa,rhgf-1
Cpaa,cat-1
Cpaa,psa-4
Cpaa,pry-1
Cpaa,str-3
Cpaa,unc-97
Cpaa,acy-1
Cpaa,smp-2
ABalpppaapv,nlp-7
ABalpppaapv,par-6
ABalpppaapv,gst-44
ABalpppaapv,rhgf-1
ABalpppaapv,cat-1
ABalpppaapv,spn-4
ABalpppaapv,mig-1
ABalpppaapv,psa-4
ABalpppaapv,nhr-22
ABalpppaapv,pry-1
ABalpppaapv,str-3
ABalpppaapv,smp-2
V1L.ppppa,alh-9
V1L.ppppa,B0285.6
V6R.papa,alh-9
B.alpapa,wrk-1
Cappppv,nlp-7
Cappppv,par-6
Cappppv,gst-44
Cappppv,rhgf-1
Cappppv,cat-1
Cappppv,psa-4
Cappppv,nhr-22
Cappppv,mig-13
Cappppv,pry-1
Cappppv,str-3
Cappppv,ric-19
Cappppv,grd-6
Cappppv,smp-2
Z1.appaap,F55G1.6
V6R.papp,alh-9
V6R.papp,ver-2
M.vlpaaaa,odr-2
M.vlpaaaa,ceh-7
M.vlpaaaa,daf-11
M.vlpaaaa,tbx-8
M.vlpaaaa,Y18D10A.23
M.vlpaaaa,nfm-1
M.vlpaaaa,tlp-1
g2L,par-6
g2L,gst-44
g2L,rhgf-1
g2L,cat-1
g2L,psa-4
g2L,pry-1
g2L,str-3
g2L,acy-1
g2L,smp-2
g2L,nmr-2
Cappppd,nlp-7
Cappppd,par-6
Cappppd,gst-44
Cappppd,rhgf-1
Cappppd,cat-1
Cappppd,psa-4
Cappppd,nhr-22
Cappppd,mig-13
Cappppd,pry-1
Cappppd,str-3
Cappppd,ric-19
Cappppd,grd-6
Cappppd,smp-2
PVNR,ham-2
PVNR,egl-36
PVNR,hlh-1
PLML,pha-4
PLML,tag-312
PLML,gpa-10
PLML,pgp-3
PLML,nlp-14
PLML,par-6
PLML,AH6.3
PLML,gst-44
PLML,rhgf-1
PLML,her-1
PLML,kal-1
PLML,ceh-20
PLML,ncs-1
PLML,psa-4
PLML,sma-9
PLML,inx-3
PLML,snt-1
PLML,nos-2
PLML,unc-14
PLML,lin-32
PLML,ref-2
PLML,pes-22
PLML,hlh-1
PLML,abf-2
PLML,hlh-8
PLML,pry-1
PLML,str-3
PLML,mec-9
PLML,acy-2
PLML,srb-6
PLML,sra-9
PLML,tax-4
PLML,tol-1
PLML,rpl-10
PLML,glt-6
PLML,mab-21
ABpraaaappp,nlp-7
ABpraaaappp,par-6
ABpraaaappp,gst-44
ABpraaaappp,rhgf-1
ABpraaaappp,cat-1
ABpraaaappp,spn-4
ABpraaaappp,mig-1
ABpraaaappp,psa-4
ABpraaaappp,nhr-22
ABpraaaappp,pry-1
ABpraaaappp,str-3
ABpraaaappp,jkk-1
ABpraaaappp,smp-2
ABplpapaaa,nlp-7
ABplpapaaa,par-6
ABplpapaaa,gst-44
ABplpapaaa,rhgf-1
ABplpapaaa,cat-1
ABplpapaaa,spn-4
ABplpapaaa,mig-1
ABplpapaaa,psa-4
ABplpapaaa,nhr-22
ABplpapaaa,pry-1
ABplpapaaa,str-3
ABplpapaaa,jkk-1
ABplpapaaa,smp-2
ABplpapaaa,nhr-85
ABaraaappp,nlp-7
ABaraaappp,par-6
ABaraaappp,gst-44
ABaraaappp,rhgf-1
ABaraaappp,cat-1
ABaraaappp,spn-4
ABaraaappp,mig-1
ABaraaappp,psa-4
ABaraaappp,nhr-22
ABaraaappp,pry-1
ABaraaappp,str-3
ABaraaappp,smp-2
MI,par-6
MI,gst-44
MI,rhgf-1
MI,itr-1
MI,cat-1
MI,ceh-20
MI,psa-4
MI,nhr-22
MI,pry-1
MI,str-3
MI,mec-9
MI,smp-2
ABalapppapa,nlp-7
ABalapppapa,par-6
ABalapppapa,gst-44
ABalapppapa,rhgf-1
ABalapppapa,cat-1
ABalapppapa,spn-4
ABalapppapa,mig-1
ABalapppapa,psa-4
ABalapppapa,nhr-22
ABalapppapa,pry-1
ABalapppapa,str-3
ABalapppapa,smp-2
MS,lin-12
MS,lad-2
MS,unc-86
MS,gst-44
MS,rhgf-1
MS,inx-4
MS,psa-4
MS,gcy-32
MS,gcy-12
MS,sng-1
MS,pry-1
MS,str-3
MS,lin-11
MS,nhr-85
ABpraaaappa,nlp-7
ABpraaaappa,par-6
ABpraaaappa,gst-44
ABpraaaappa,rhgf-1
ABpraaaappa,cat-1
ABpraaaappa,spn-4
ABpraaaappa,mig-1
ABpraaaappa,psa-4
ABpraaaappa,nhr-22
ABpraaaappa,pry-1
ABpraaaappa,str-3
ABpraaaappa,jkk-1
ABpraaaappa,smp-2
ABplpapaap,nlp-7
ABplpapaap,par-6
ABplpapaap,gst-44
ABplpapaap,rhgf-1
ABplpapaap,cat-1
ABplpapaap,spn-4
ABplpapaap,mig-1
ABplpapaap,psa-4
ABplpapaap,nhr-22
ABplpapaap,pry-1
ABplpapaap,str-3
ABplpapaap,jkk-1
ABplpapaap,smp-2
ABplpapaap,nhr-85
ABaraaappa,nlp-7
ABaraaappa,par-6
ABaraaappa,gst-44
ABaraaappa,rhgf-1
ABaraaappa,cat-1
ABaraaappa,spn-4
ABaraaappa,mig-1
ABaraaappa,psa-4
ABaraaappa,nhr-22
ABaraaappa,pry-1
ABaraaappa,str-3
ABaraaappa,smp-2
PVNL,ham-2
PVNL,egl-36
PVNL,hlh-1
PLMR,pha-4
PLMR,tag-312
PLMR,gpa-10
PLMR,pgp-3
PLMR,nlp-14
PLMR,par-6
PLMR,AH6.3
PLMR,gst-44
PLMR,rhgf-1
PLMR,her-1
PLMR,kal-1
PLMR,ceh-20
PLMR,ncs-1
PLMR,psa-4
PLMR,sma-9
PLMR,inx-3
PLMR,snt-1
PLMR,nos-2
PLMR,unc-14
PLMR,lin-32
PLMR,ref-2
PLMR,pes-22
PLMR,hlh-1
PLMR,abf-2
PLMR,hlh-8
PLMR,pry-1
PLMR,str-3
PLMR,mec-9
PLMR,acy-2
PLMR,srb-6
PLMR,sra-9
PLMR,tax-4
PLMR,tol-1
PLMR,rpl-10
PLMR,glt-6
PLMR,mab-21
MSaaaapp,par-6
MSaaaapp,gst-44
MSaaaapp,rhgf-1
MSaaaapp,cat-1
MSaaaapp,spn-4
MSaaaapp,mig-1
MSaaaapp,psa-4
MSaaaapp,nhr-22
MSaaaapp,pry-1
MSaaaapp,str-3
MSaaaapp,smp-2
V6L.pppppap,oga-1
V6L.pppppap,gar-2
V6L.pppppap,alh-9
V6L.pppppap,srg-13
V6L.pppppap,cha-1
M.vlaa,odr-2
M.vlaa,tbx-8
M.vlaa,nfm-1
M.vlaa,tlp-1
ABarapappap,nlp-7
ABarapappap,par-6
ABarapappap,gst-44
ABarapappap,rhgf-1
ABarapappap,cat-1
ABarapappap,spn-4
ABarapappap,mig-1
ABarapappap,psa-4
ABarapappap,nhr-22
ABarapappap,pry-1
ABarapappap,str-3
ABarapappap,smp-2
H1R.p,osm-10
H1R.p,sel-8
H1R.p,B0285.6
e2V,par-6
e2V,gst-44
e2V,rhgf-1
e2V,cat-1
e2V,set-2
e2V,psa-4
e2V,nhr-22
e2V,pry-1
e2V,str-3
e2V,smp-2
V6L.papapap,oga-1
V6L.papapap,gar-2
V6L.papapap,alh-9
V6L.papapap,srg-13
V6L.papapap,cha-1
MSaaaapa,par-6
MSaaaapa,gst-44
MSaaaapa,rhgf-1
MSaaaapa,cat-1
MSaaaapa,spn-4
MSaaaapa,mig-1
MSaaaapa,psa-4
MSaaaapa,pry-1
MSaaaapa,str-3
MSaaaapa,smp-2
hmc,gcy-7
hmc,par-6
hmc,gst-44
hmc,rhgf-1
hmc,cat-1
hmc,psa-4
hmc,nhr-22
hmc,pry-1
hmc,str-3
hmc,ver-1
hmc,flt-1
hmc,smp-2
M.vlap,odr-2
M.vlap,tbx-8
M.vlap,nfm-1
M.vlap,tlp-1
V6L.pppppaa,oga-1
V6L.pppppaa,gar-2
V6L.pppppaa,alh-9
V6L.pppppaa,srg-13
V6L.pppppaa,cha-1
H1R.a,osm-10
H1R.a,sel-8
H1R.a,B0285.6
V1L.ppppp,alh-9
V1L.ppppp,B0285.6
ABalpapaap,nlp-7
ABalpapaap,par-6
ABalpapaap,gst-44
ABalpapaap,rhgf-1
ABalpapaap,cat-1
ABalpapaap,spn-4
ABalpapaap,mig-1
ABalpapaap,psa-4
ABalpapaap,nhr-22
ABalpapaap,pry-1
ABalpapaap,str-3
ABalpapaap,smp-2
ABaraappap,nlp-7
ABaraappap,par-6
ABaraappap,gst-44
ABaraappap,rhgf-1
ABaraappap,cat-1
ABaraappap,spn-4
ABaraappap,mig-1
ABaraappap,psa-4
ABaraappap,pry-1
ABaraappap,str-3
ABaraappap,smp-2
V6L.pppppp,alh-9
ABplpppap,nlp-7
ABplpppap,par-6
ABplpppap,gst-44
ABplpppap,rhgf-1
ABplpppap,cat-1
ABplpppap,spn-4
ABplpppap,mig-1
ABplpppap,psa-4
ABplpppap,pry-1
ABplpppap,str-3
ABplpppap,acy-1
ABplpppap,jkk-1
ABplpppap,smp-2
ABplpppap,nhr-85
RIFR,mec-7
RIFR,gcy-37
RIFR,par-6
RIFR,gst-44
RIFR,rhgf-1
RIFR,psa-4
RIFR,pry-1
RIFR,str-3
V5R.pppppaa,oga-1
V5R.pppppaa,gar-2
V5R.pppppaa,alh-9
V5R.pppppaa,srg-13
V5R.pppppaa,cha-1
PHAR,unc-103
PHAR,inx-12
PHAR,nhx-9
PHAR,nhr-79
PHAR,F41E7.1
PHAR,mec-6
PHAR,lin-31
PHAR,gem-4
PHAR,pal-1
PHAR,flp-1
PHAR,ina-1
PHAR,par-6
PHAR,AH6.3
PHAR,gst-44
PHAR,rhgf-1
PHAR,ham-2
PHAR,F25B5.2
PHAR,R09A8.5
PHAR,cat-1
PHAR,vha-1
PHAR,egl-36
PHAR,psa-4
PHAR,nhr-22
PHAR,erm-1
PHAR,igcm-2
PHAR,R05F9.1
PHAR,mab-9
PHAR,egl-32
PHAR,srh-220
PHAR,pry-1
PHAR,str-3
PHAR,sro-1
PHAR,clh-6
PHAR,pig-1
PHAR,oig-1
PHAR,jnk-1
PHAR,unc-53
PHAR,tax-6
PHAR,cam-1
PHAR,smp-2
PHAR,gpa-4
PHAR,nhr-168
PHAR,zig-3
QL.pp,par-6
QL.pp,ceh-7
QL.pp,unc-14
QL.pp,nlp-27
QL.pp,psa-1
QL.pp,Y18D10A.23
QL.pp,ceh-43
ABaraappaa,nlp-7
ABaraappaa,par-6
ABaraappaa,gst-44
ABaraappaa,rhgf-1
ABaraappaa,cat-1
ABaraappaa,spn-4
ABaraappaa,mig-1
ABaraappaa,psa-4
ABaraappaa,nhr-22
ABaraappaa,pry-1
ABaraappaa,str-3
ABaraappaa,smp-2
PHAL,unc-103
PHAL,inx-12
PHAL,nhx-9
PHAL,nhr-79
PHAL,F41E7.1
PHAL,mec-6
PHAL,lin-31
PHAL,gem-4
PHAL,pal-1
PHAL,flp-1
PHAL,ina-1
PHAL,par-6
PHAL,AH6.3
PHAL,gst-44
PHAL,rhgf-1
PHAL,ham-2
PHAL,F25B5.2
PHAL,R09A8.5
PHAL,cat-1
PHAL,vha-1
PHAL,egl-36
PHAL,psa-4
PHAL,nhr-22
PHAL,erm-1
PHAL,igcm-2
PHAL,R05F9.1
PHAL,mab-9
PHAL,egl-32
PHAL,srh-220
PHAL,pry-1
PHAL,str-3
PHAL,sro-1
PHAL,clh-6
PHAL,pig-1
PHAL,oig-1
PHAL,jnk-1
PHAL,unc-53
PHAL,tax-6
PHAL,cam-1
PHAL,smp-2
PHAL,gpa-4
PHAL,nhr-168
PHAL,zig-3
ABplpppaa,daf-9
ABplpppaa,nlp-7
ABplpppaa,par-6
ABplpppaa,gst-44
ABplpppaa,rhgf-1
ABplpppaa,cat-1
ABplpppaa,spn-4
ABplpppaa,mig-1
ABplpppaa,psa-4
ABplpppaa,pry-1
ABplpppaa,str-3
ABplpppaa,acy-1
ABplpppaa,jkk-1
ABplpppaa,smp-2
ABplpppaa,nhr-85
V6L.pppppa,gpa-13
V6L.pppppa,oga-1
V6L.pppppa,gar-2
V6L.pppppa,alh-9
V6L.pppppa,srg-13
V6L.pppppa,cha-1
RIFL,mec-7
RIFL,gcy-37
RIFL,par-6
RIFL,gst-44
RIFL,rhgf-1
RIFL,psa-4
RIFL,lin-42
RIFL,pry-1
RIFL,str-3
V5R.pppppap,oga-1
V5R.pppppap,gar-2
V5R.pppppap,alh-9
V5R.pppppap,srg-13
V5R.pppppap,cha-1
QL.pa,par-6
QL.pa,ceh-7
QL.pa,unc-14
QL.pa,nlp-27
QL.pa,psa-1
QL.pa,Y18D10A.23
QL.pa,ceh-43
Z4.appappp,F55G1.6
F,par-6
F,gst-44
F,rhgf-1
F,cat-1
F,psa-4
F,nhr-22
F,sma-9
F,gcy-33
F,daf-11
F,mab-23
F,pry-1
F,str-3
F,osm-5
F,smp-2
F,pop-1
F,C09F9.3
ABprppppp,nlp-7
ABprppppp,unc-17
ABprppppp,par-6
ABprppppp,gst-44
ABprppppp,rhgf-1
ABprppppp,cat-1
ABprppppp,spn-4
ABprppppp,mig-1
ABprppppp,psa-4
ABprppppp,nud-2
ABprppppp,pry-1
ABprppppp,str-3
ABprppppp,acy-1
ABprppppp,jkk-1
ABprppppp,smp-2
H1L.appa,B0285.6
ABpraapappp,nlp-7
ABpraapappp,par-6
ABpraapappp,gst-44
ABpraapappp,rhgf-1
ABpraapappp,cat-1
ABpraapappp,spn-4
ABpraapappp,mig-1
ABpraapappp,psa-4
ABpraapappp,nhr-22
ABpraapappp,pry-1
ABpraapappp,str-3
ABpraapappp,jkk-1
ABpraapappp,smp-2
Z4.appappa,F55G1.6
H1L.appp,B0285.6
ABprppppa,nlp-7
ABprppppa,par-6
ABprppppa,gst-44
ABprppppa,rhgf-1
ABprppppa,cat-1
ABprppppa,spn-4
ABprppppa,mig-1
ABprppppa,psa-4
ABprppppa,nud-2
ABprppppa,pry-1
ABprppppa,str-3
ABprppppa,acy-1
ABprppppa,jkk-1
ABprppppa,smp-2
ABarpapaap,nlp-7
ABarpapaap,par-6
ABarpapaap,gst-44
ABarpapaap,rhgf-1
ABarpapaap,cat-1
ABarpapaap,spn-4
ABarpapaap,mig-1
ABarpapaap,psa-4
ABarpapaap,nhr-22
ABarpapaap,pry-1
ABarpapaap,str-3
ABarpapaap,smp-2
ABplpa,tph-1
ABplpa,daf-9
ABplpa,daf-14
ABplpa,unc-86
ABplpa,nlp-7
ABplpa,par-6
ABplpa,gst-44
ABplpa,rhgf-1
ABplpa,spn-4
ABplpa,mig-1
ABplpa,inx-4
ABplpa,psa-4
ABplpa,gcy-12
ABplpa,nlp-27
ABplpa,pry-1
ABplpa,str-3
ABplpa,jkk-1
ABplpa,crt-1
ABplpa,nhr-85
ABalppppap,nlp-7
ABalppppap,par-6
ABalppppap,gst-44
ABalppppap,rhgf-1
ABalppppap,cat-1
ABalppppap,spn-4
ABalppppap,mig-1
ABalppppap,psa-4
ABalppppap,nhr-22
ABalppppap,pry-1
ABalppppap,str-3
ABalppppap,smp-2
ABalppppap,nhr-85
ABarpapaaa,nlp-7
ABarpapaaa,par-6
ABarpapaaa,gst-44
ABarpapaaa,rhgf-1
ABarpapaaa,cat-1
ABarpapaaa,spn-4
ABarpapaaa,mig-1
ABarpapaaa,psa-4
ABarpapaaa,nhr-22
ABarpapaaa,pry-1
ABarpapaaa,str-3
ABarpapaaa,smp-2
ABplpp,tph-1
ABplpp,daf-9
ABplpp,daf-14
ABplpp,vha-5
ABplpp,unc-86
ABplpp,nlp-7
ABplpp,par-6
ABplpp,gst-44
ABplpp,rhgf-1
ABplpp,spn-4
ABplpp,mig-1
ABplpp,inx-4
ABplpp,psa-4
ABplpp,gcy-12
ABplpp,nlp-27
ABplpp,pry-1
ABplpp,str-3
ABplpp,let-413
ABplpp,klp-16
ABplpp,jkk-1
ABplpp,nhr-85
ABarappaaa,nlp-7
ABarappaaa,par-6
ABarappaaa,gst-44
ABarappaaa,rhgf-1
ABarappaaa,cat-1
ABarappaaa,spn-4
ABarappaaa,mig-1
ABarappaaa,psa-4
ABarappaaa,nhr-22
ABarappaaa,pry-1
ABarappaaa,str-3
ABarappaaa,smp-2
M.dlp,odr-2
M.dlp,F55G1.6
M.dlp,nlp-10
M.dlp,tbx-8
M.dlp,nfm-1
M.dlp,tlp-1
B.arpapa,wrk-1
int6L,vab-7
int6L,nlp-7
int6L,par-6
int6L,gst-44
int6L,rhgf-1
int6L,cat-1
int6L,psa-4
int6L,nhr-22
int6L,pha-1
int6L,pry-1
int6L,str-3
int6L,smp-2
int6L,F42A10.3
int6L,nhr-23
RIPL,gpa-10
RIPL,nlp-14
RIPL,par-6
RIPL,gst-44
RIPL,rhgf-1
RIPL,cat-1
RIPL,psa-4
RIPL,nhr-22
RIPL,pry-1
RIPL,str-3
RIPL,mec-9
RIPL,smp-2
RIPR,gpa-10
RIPR,nlp-14
RIPR,par-6
RIPR,gst-44
RIPR,rhgf-1
RIPR,cat-1
RIPR,psa-4
RIPR,nhr-22
RIPR,pry-1
RIPR,str-3
RIPR,mec-9
RIPR,smp-2
int6R,vab-7
int6R,nlp-7
int6R,par-6
int6R,gst-44
int6R,rhgf-1
int6R,cat-1
int6R,psa-4
int6R,nhr-22
int6R,pha-1
int6R,pry-1
int6R,str-3
int6R,smp-2
int6R,F42A10.3
int6R,nhr-23
M.dla,odr-2
M.dla,nlp-10
M.dla,tbx-8
M.dla,nfm-1
M.dla,tlp-1
ABplapppaap,nlp-7
ABplapppaap,par-6
ABplapppaap,gst-44
ABplapppaap,rhgf-1
ABplapppaap,cat-1
ABplapppaap,spn-4
ABplapppaap,mig-1
ABplapppaap,psa-4
ABplapppaap,nhr-22
ABplapppaap,pry-1
ABplapppaap,str-3
ABplapppaap,zmp-1
ABplapppaap,jkk-1
ABplapppaap,smp-2
ABprpapaaa,nlp-7
ABprpapaaa,par-6
ABprpapaaa,gst-44
ABprpapaaa,rhgf-1
ABprpapaaa,cat-1
ABprpapaaa,spn-4
ABprpapaaa,mig-1
ABprpapaaa,psa-4
ABprpapaaa,nhr-22
ABprpapaaa,pry-1
ABprpapaaa,str-3
ABprpapaaa,jkk-1
ABprpapaaa,smp-2
ABprpapaaa,nhr-85
ADER,unc-103
ADER,nhx-9
ADER,flp-1
ADER,par-6
ADER,gst-44
ADER,rhgf-1
ADER,R09A8.5
ADER,psa-4
ADER,unc-71
ADER,srh-220
ADER,pry-1
ADER,str-3
ADER,etr-1
ADER,nac-2
ADER,flp-21
ADER,tax-6
ADER,hen-1
ADER,ceh-28
Cpapaa,osm-10
Cpapaa,nlp-7
Cpapaa,unc-17
Cpapaa,par-6
Cpapaa,gst-44
Cpapaa,rhgf-1
Cpapaa,cat-1
Cpapaa,psa-4
Cpapaa,nhr-22
Cpapaa,pry-1
Cpapaa,str-3
Cpapaa,sel-8
Cpapaa,smp-2
ABprpapaap,nlp-7
ABprpapaap,par-6
ABprpapaap,gst-44
ABprpapaap,rhgf-1
ABprpapaap,cat-1
ABprpapaap,spn-4
ABprpapaap,mig-1
ABprpapaap,psa-4
ABprpapaap,nhr-22
ABprpapaap,pry-1
ABprpapaap,str-3
ABprpapaap,jkk-1
ABprpapaap,smp-2
ABprpapaap,nhr-85
MSaap,hlh-2
MSaap,lin-12
MSaap,par-6
MSaap,gst-44
MSaap,rhgf-1
MSaap,spn-4
MSaap,mig-1
MSaap,psa-4
MSaap,pry-1
MSaap,str-3
MSaap,unc-97
MSaap,smp-2
MSaap,nhr-85
ADEL,unc-103
ADEL,nhx-9
ADEL,flp-1
ADEL,par-6
ADEL,gst-44
ADEL,rhgf-1
ADEL,R09A8.5
ADEL,psa-4
ADEL,unc-71
ADEL,srh-220
ADEL,pry-1
ADEL,str-3
ADEL,etr-1
ADEL,nac-2
ADEL,flp-21
ADEL,tax-6
ADEL,hen-1
ADEL,ceh-28
SAADL,gcy-37
SAADL,wee-1.1
SAADL,par-6
SAADL,gst-44
SAADL,rhgf-1
SAADL,cat-1
